titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
823,Alert,2023,"
Follows Nikki Parker after she joins the Philadelphia Police Department's Missing Person's Unit to help other people find their loved ones at the same time that she is looking for her missing son.",5.8,,618,"
Crime, Drama            "
824,The Rookie,2018,"
Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",8.0,,"41,918","
Action, Crime, Drama            "
825,Mayor of Kingstown,2021,"
The McLusky family are power brokers tackling themes of systemic racism, corruption and inequality in Kingstown, Michigan, where the business of incarceration is the only thriving industry.",8.2,,"26,781","
Crime, Drama, Thriller            "
826,Black Bird,2022,"
Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen women.",8.1,,"65,028","
Biography, Crime, Drama            "
827,Batman,2022,"
When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",7.8,Matt Reeves ,"656,923","
Action, Crime, Drama            "
828,Big Sky,2020,"
A private detective and ex-cop solve crimes in Montana.",6.8,,"21,743","
Crime, Drama, Mystery            "
829,Os Assassinatos de Midsomer,1997,"
A veteran Detective Chief Inspector and his young Sergeant investigate murders around the regional community of Midsomer County.",7.9,,"34,311","
Crime, Drama, Mystery            "
830,True Detective,2014,"
Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",8.9,,"575,932","
Crime, Drama, Mystery            "
831,Three Pines,2022,"
Following Chief Inspector Armand Gamache as he investigates cases beneath the idyllic surface of the Quebec village, Three Pines, finding long-buried secrets and facing a few ghosts of his own.",7.3,,"7,264","
Crime, Drama, Mystery            "
832,Death in Paradise,2011,"
A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.",7.8,,"22,157","
Comedy, Crime, Drama            "
833,Noite Infeliz,2022,"
When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",6.8,Tommy Wirkola ,"52,957","
Action, Comedy, Crime            "
834,Lista Negra,2013,"
A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",8.0,,"252,124","
Crime, Drama, Mystery            "
835,Bones,2005,"
Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.",7.8,,"161,955","
Comedy, Crime, Drama            "
836,O Poderoso Chefão,1972,"
The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.",9.2,Francis Ford Coppola ,"1,863,630","
Crime, Drama            "
837,Black Snow,2023,"
In 1995, seventeen-year-old Isabel Baker was murdered. The crime shocked the small town of Ashford and devastated the Australian South Sea Islander community of Elizabeth.",7.3,,"1,886","
Crime, Drama, Mystery            "
838,Koala Man,2023,"
Follows a family father who lives a not-so-secret identity as the titular hero who possesses a burning passion to snuff out petty crime.",6.9,,764,"
Animation, Action, Adventure            "
839,NCIS: Los Angeles,2009,"
The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.",6.8,,"54,351","
Action, Crime, Drama            "
840,A Escuta,2002,"
The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",9.3,,"342,637","
Crime, Drama, Thriller            "
841,Dark,2017,"
A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",8.7,,"394,179","
Crime, Drama, Mystery            "
842,Ozark,2017,"
A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.",8.5,,"318,857","
Crime, Drama, Thriller            "
843,Blue Bloods,2010,"
Revolves around a family of New York cops.",7.7,,"41,534","
Crime, Drama, Mystery            "
844,Reacher,2022,"
Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.",8.1,,"127,610","
Action, Crime, Drama            "
845,Carnival Row,2019,"
A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",7.8,,"65,014","
Crime, Drama, Fantasy            "
846,NCIS: Hawai'i,2021,"
Follow a team of Naval criminal investigators who operate on the Hawaiian islands.",6.5,,"6,493","
Action, Crime, Mystery            "
847,Pulp Fiction: Tempo de Violência,1994,"
The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,Quentin Tarantino ,"2,061,809","
Crime, Drama            "
848,Lúcifer,2016,"
Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.",8.1,,"327,719","
Crime, Drama, Fantasy            "
849,Only Murders in the Building,2021,"
Three strangers bonded by their love of true crime podcasts record their own to accompany their investigations of murders in their building on the Upper West Side of New York.",8.1,,"105,241","
Comedy, Crime, Drama            "
850,Lei & Ordem,1990,"
A crime is tracked from two separate vantage points: the police investigation and the prosecution in court.",7.8,,"39,803","
Crime, Drama, Mystery            "
851,Decisão de Partir,2022,"
A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.",7.3,Park Chan-wook ,"26,471","
Crime, Drama, Mystery            "
852,Disque Amiga para Matar,2019,"
A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.",8.0,,"88,980","
Comedy, Crime, Drama            "
853,Lei & Desordem,2013,"
Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.",8.4,,"320,768","
Comedy, Crime            "
854,Arquivo X,1993,"
Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",8.6,,"228,516","
Crime, Drama, Mystery            "
855,O Mochileiro Kai: Herói ou Assassino?,2023,"
This shocking documentary chronicles a happy-go-lucky nomad's ascent to viral stardom and the steep downward spiral that resulted in his imprisonment.",6.2,Colette Camden ,"3,584","
Documentary, Crime            "
856,De Volta ao Jogo,2014,"
An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.",7.4,"Chad Stahelski, David Leitch ","638,437","
Action, Crime, Thriller            "
857,Fargo,2014,"
Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.",8.9,,"376,222","
Crime, Drama, Thriller            "
858,Padre Brown,2013,"
Series inspired by the stories of GK Chesterton; a Catholic priest has a knack for solving mysteries in his English village.",7.8,,"12,343","
Crime, Drama, Mystery            "
859,The Sinner,2017,"
Anthology series that examines how and why ordinary people commit brutal crimes.",7.9,,"126,758","
Crime, Drama, Mystery            "
860,Chicago P.D.: Distrito 21,2014,"
Follows District 21 of the Chicago Police Department, made up of two different groups: the uniformed cops and the Intelligence Unit.",8.1,,"39,434","
Action, Crime, Drama            "
861,Filhos da Anarquia,2008,"
A biker struggles to balance being a father and being involved in an outlaw motorcycle club.",8.6,,"300,121","
Crime, Drama, Thriller            "
862,Batman: O Cavaleiro das Trevas,2008,"
When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9.0,Christopher Nolan ,"2,660,581","
Action, Crime, Drama            "
863,Veja Como Eles Correm,2022,"
In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",6.5,Tom George ,"44,803","
Comedy, Crime, Mystery            "
864,Outer Banks,2020,"
A group of teenagers from the wrong side of the tracks stumble upon a treasure map that unearths a long-buried secret.",7.6,,"52,172","
Action, Crime, Drama            "
865,Bernie Madoff: O Golpista de Wall Street,2023,"
It follows the rise and fall of the American financier and ponzi schemer: Madoff.",7.3,,"2,530","
Documentary, Crime            "
866,Dahmer: Um Canibal Americano,2022,"
The story of a cannibalistic serial killer named Jeffrey Dahmer aka the Milwaukee Monster.",7.9,,"127,728","
Biography, Crime, Drama            "
867,Psicopata Americano,2000,"
A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",7.6,Mary Harron ,"628,495","
Crime, Drama, Horror            "
868,O Lobo de Wall Street,2013,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,Martin Scorsese ,"1,418,430","
Biography, Comedy, Crime            "
869,Titãs,2018,"
A team of young superheroes combat evil and other perils.",7.6,,"102,804","
Action, Adventure, Crime            "
870,Silent Witness,1996,"
Crimes through the eyes of a team of forensic pathologists and forensic scientists.",7.9,,"10,371","
Crime, Drama, Mystery            "
871,"Argentina, 1985",2022,"
A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.",7.7,Santiago Mitre ,"14,150","
Biography, Crime, Drama            "
872,S.W.A.T.,2017,"
Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.",7.1,,"24,774","
Action, Adventure, Crime            "
873,Castle,2009,"
After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,,"164,055","
Comedy, Crime, Drama            "
874,Strike,2017,"
War veteran turned private detective Cormoran Strike solves brutal murders with the help of his trusted partner Robin Ellacott.",7.9,,"17,294","
Crime, Drama, Mystery            "
875,Assassinos da Lua das Flores,,"
Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s sparking a major F.B.I. investigation involving J. Edgar Hoover.",,Martin Scorsese ,,"
Crime, Drama, History            "
876,Na Mira do Chefe,2008,"
Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",7.9,Martin McDonagh ,"433,250","
Comedy, Crime, Drama            "
877,Fogo Contra Fogo,1995,"
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.",8.3,Michael Mann ,"659,101","
Action, Crime, Drama            "
878,O Peso do Talento,2022,"
In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",7.0,Tom Gormican ,"92,758","
Action, Comedy, Crime            "
879,Emily the Criminal,2022,"
Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",6.7,John Patton Ford ,"31,065","
Crime, Drama, Thriller            "
880,FBI,2018,"
Procedural drama about the inner workings of the New York office of the Federal Bureau of Investigation.",7.0,,"18,721","
Action, Crime, Drama            "
881,Morte no Nilo,2022,"
While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",6.3,Kenneth Branagh ,"152,840","
Crime, Drama, Mystery            "
882,John Wick: Chapter 4,2023,"
John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",,Chad Stahelski ,,"
Action, Crime, Thriller            "
883,Magnatas do Crime,2019,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.8,Guy Ritchie ,"344,458","
Action, Comedy, Crime            "
884,Sherlock,2010,"
A modern update finds the famous sleuth and his doctor partner solving crime in 21st-century London.",9.1,,"931,380","
Crime, Drama, Mystery            "
885,Fast X,2023,"
Plot unknown.",,Louis Leterrier ,,"
Action, Crime, Mystery            "
886,O Enfermeiro da Noite,2022,"
An infamous caregiver is implicated in the deaths of hundreds of hospital patients.",6.8,Tobias Lindholm ,"56,540","
Biography, Crime, Drama            "
887,CSI: Vegas,2021,"
Facing an existential threat that could bring down the Crime Lab, a brilliant team of forensic investigators must welcome back old friends and deploy new techniques to preserve and serve justice in Sin City.",7.5,,"6,876","
Crime, Drama, Mystery            "
888,Banshee,2013,"
An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",8.4,,"106,583","
Action, Crime, Drama            "
889,Black Mafia Family,2021,"
Two brothers who rose from the decaying streets of southwest Detroit in the late 1980's and gave birth to one of the most influential crime families in the country.",7.5,,"4,159","
Biography, Crime, Drama            "
890,La Casa de Papel,2017,"
An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.",8.2,,"481,451","
Action, Crime, Drama            "
891,Vienna Blood,2019,"
Max Liebermann, a medical student and protegé of Sigmund Freud, helps Detective Rheinhardt in the investigation of a series of disturbing murders around 1900s Vienna.",7.5,,"6,520","
Crime, Drama, History            "
892,Dexter,2006,"
He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series.",8.7,,"728,760","
Crime, Drama, Mystery            "
893,Os Suspeitos,2013,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",8.1,Denis Villeneuve ,"722,404","
Crime, Drama, Mystery            "
894,Os Infiltrados,2006,"
An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.",8.5,Martin Scorsese ,"1,329,898","
Crime, Drama, Thriller            "
895,Barry,2018,"
A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.",8.4,,"84,826","
Action, Comedy, Crime            "
896,Em Nome do Céu,2022,"
A devout detective's faith is tested as he investigates a brutal murder seemingly connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.",7.5,,"26,441","
Crime, Drama, Mystery            "
897,Pessoa de Interesse,2011,"
An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mystery.",8.5,,"178,187","
Action, Crime, Drama            "
898,Como Virei Gângster,2019,"
A polish gangster discovers the senselessness of his life.",6.9,Maciej Kawulski ,"3,556","
Crime, Drama            "
899,Irmãos Gêmeos,1988,"
A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.",6.1,Ivan Reitman ,"127,664","
Comedy, Crime            "
900,Gato de Botas 2: O Último Pedido,2022,"
Puss in Boots discovers that his passion for adventure has taken its toll: he has burned through eight of his nine lives. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",7.8,"Joel Crawford, Januel Mercado ","35,313","
Animation, Adventure, Comedy            "
901,Velma,2023,"
The origin of the sleuth and member of the Mystery Inc. gang, Velma.",1.3,,"26,908","
Animation, Adventure, Comedy            "
902,Pinóquio por Guillermo del Toro,2022,"
A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",7.7,"Guillermo del Toro, Mark Gustafson ","67,118","
Animation, Drama, Family            "
903,Mundo Estranho,2022,"
The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.",5.6,"Don Hall, Qui Nguyen ","30,272","
Animation, Action, Adventure            "
904,Rick e Morty,2013,"
An animated series that follows the exploits of a super scientist and his not-so-bright grandson.",9.1,,"530,171","
Animation, Adventure, Comedy            "
905,Star Wars: The Bad Batch,2021,"
The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.",7.8,,"36,656","
Animation, Action, Adventure            "
906,Koala Man,2023,"
Follows a family father who lives a not-so-secret identity as the titular hero who possesses a burning passion to snuff out petty crime.",6.9,,764,"
Animation, Action, Adventure            "
907,Uma Família da Pesada,1999,"
In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.",8.2,,"343,230","
Animation, Comedy            "
908,Attack on Titan,2013,"
After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",9.0,,"377,165","
Animation, Action, Adventure            "
909,Gato de Botas,2011,"
An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",6.6,Chris Miller ,"166,718","
Animation, Adventure, Comedy            "
910,Vinland Saga,2019,"
Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.",8.8,,"41,380","
Animation, Action, Adventure            "
911,One Piece,1999,"
Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".",8.9,,"128,521","
Animation, Action, Adventure            "
912,Chainsaw Man,2022,"
Following a betrayal, a young man left for the dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.",8.6,,"24,125","
Animation, Action, Adventure            "
913,Super Mario Bros. O Filme,2023,"
The story of The Super Mario Bros. on their journey through the Mushroom Kingdom",,"Aaron Horvath, Michael Jelenic ",,"
Animation, Adventure, Comedy            "
914,Os Simpsons,1989,"
The satiric adventures of a working-class family in the misfit city of Springfield.",8.7,,"410,081","
Animation, Comedy            "
915,Encanto,2021,"
A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.",7.2,"Jared Bush, Byron Howard, Charise Castro Smith ","225,498","
Animation, Comedy, Family            "
916,South Park,1997,"
Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",8.7,,"372,055","
Animation, Comedy            "
917,Minha Academia de Heróis,2016,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.",8.4,,"64,411","
Animation, Action, Adventure            "
918,O Rei Leão,2019,"
After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",6.8,Jon Favreau ,"247,850","
Animation, Adventure, Drama            "
919,Bluey,2018,"
The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.",9.6,,"11,828","
Animation, Family            "
920,Departamento de Conspirações,2021,"
For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.",7.7,,"22,242","
Animation, Comedy, Fantasy            "
921,Bob's Burgers,2011,"
Bob Belcher runs his dream restaurant with his wife and three children as their last hope of holding the family together.",8.2,,"82,864","
Animation, Comedy            "
922,BoJack Horseman,2014,"
BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",8.8,,"160,453","
Animation, Comedy, Drama            "
923,Avatar: A Lenda de Aang,2005,"
In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,,"318,771","
Animation, Action, Adventure            "
924,"Love, Death & Robots",2019,"
A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.4,,"171,835","
Animation, Short, Action            "
925,The Legend of Vox Machina,2022,"
After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma Conclave.",8.4,,"25,734","
Animation, Action, Adventure            "
926,Os Caras Malvados,2022,"
To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.",6.8,Pierre Perifel ,"42,633","
Animation, Adventure, Comedy            "
927,"O Menino, a Toupeira, a Raposa e o Cavalo",2022,"
Follows a boy, a mole, a fox and a horse, as they create an unexpected friendship and travel together in the boy's search for home.",8.1,"Peter Baynton, Charlie Mackesy ","4,805","
Animation, Family            "
928,Star Wars: A Guerra dos Clones,2008,"
Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",8.4,,"99,686","
Animation, Action, Adventure            "
929,Demon Slayer: Kimetsu no Yaiba,2019,"
A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",8.7,,"105,754","
Animation, Action, Adventure            "
930,Sing 2,2021,"
Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.",7.4,"Garth Jennings, Christophe Lourdelet ","70,722","
Animation, Adventure, Comedy            "
931,Arcane,2021,"
Set in utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League champions-and the power that will tear them apart.",9.0,,"211,062","
Animation, Action, Adventure            "
932,Desencantada,2022,"
Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.",5.6,Adam Shankman ,"19,851","
Animation, Adventure, Comedy            "
933,Miraculous: As Aventuras de Ladybug,2015,"
Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.6,,"12,098","
Animation, Action, Adventure            "
934,Homem-Aranha: Através do Aranhaverso,2023,"
Miles Morales returns for the next chapter of the Oscar®-winning Spider-Verse saga, an epic adventure that will transport Brooklyn's full-time, friendly neighborhood Spider-Man across the ...                See full summary »
",,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson ",,"
Animation, Action, Adventure            "
935,O Rei Leão,1994,"
Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,"Roger Allers, Rob Minkoff ","1,062,330","
Animation, Adventure, Drama            "
936,Bleach: Thousand-Year Blood War,2022,"
The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",9.1,,"14,949","
Animation, Action, Adventure            "
937,Futurama,1999,"
Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",8.5,,"240,323","
Animation, Adventure, Comedy            "
938,Homem-Aranha no Aranhaverso,2018,"
Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",8.4,"Bob Persichetti, Peter Ramsey, Rodney Rothman ","534,691","
Animation, Action, Adventure            "
939,Tokyo Revengers,2021,"
Hanagaki Takemichi lives an unsatisfying life right up until his death. Waking up 12 years in the past, he reckons with the eventual fate of his friends and tries to prevent an unfortunate future.",8.0,,"17,738","
Animation, Action, Drama            "
940,Archer,2009,"
Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.",8.6,,"156,543","
Animation, Action, Comedy            "
941,Invencível,2021,"
An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.",8.7,,"140,500","
Animation, Action, Adventure            "
942,"Lilo, Lilo, Crocodilo",2022,"
Feature film based on the children's book about a crocodile that lives in New York City.",6.1,"Josh Gordon, Will Speck ","6,382","
Animation, Adventure, Comedy            "
943,Big Mouth,2017,"
Teenage friends find their lives upended by the wonders and horrors of puberty.",7.9,,"81,375","
Animation, Comedy, Romance            "
944,Monster,2004,"
A brilliant neurosurgeon finds his life in utter turmoil after getting involved with a psychopathic former patient.",8.7,,"32,224","
Animation, Crime, Drama            "
945,Sing: Quem Canta Seus Males Espanta,2016,"
In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",7.1,"Garth Jennings, Christophe Lourdelet ","173,485","
Animation, Comedy, Family            "
946,A Viagem de Chihiro,2001,"
During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",8.6,Hayao Miyazaki ,"767,661","
Animation, Adventure, Family            "
947,Shrek,2001,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,"Andrew Adamson, Vicky Jenson ","682,945","
Animation, Adventure, Comedy            "
948,Carros,2006,"
On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town, and learns that winning isn't everything in life.",7.2,"John Lasseter, Joe Ranft ","426,974","
Animation, Adventure, Comedy            "
949,Cyberpunk: Mercenários,2022,"
A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk.",8.3,,"49,575","
Animation, Action, Adventure            "
950,Bob Esponja Calça Quadrada,1999,"
The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.",8.2,,"100,531","
Animation, Comedy, Family            "
951,O Fabuloso Maurício,2022,"
This story follows Maurice, a goofy streetwise cat, who has the perfect money-making scam. He finds a dumb-looking kid who plays a pipe and has his very own horde of rats, who are strangely literate.",6.3,"Toby Genkel, Florian Westermann ","1,389","
Animation, Adventure, Comedy            "
952,American Dad!,2005,"
The random escapades of Stan Smith, a conservative C.I.A. Agent dealing with family life, and keeping America safe, all in the most absurd way possible.",7.4,,"129,361","
Animation, Comedy            "
953,Bleach,2004,"
High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".",8.2,,"57,925","
Animation, Action, Adventure            "
954,Frozen: Uma Aventura Congelante,2013,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",7.4,"Chris Buck, Jennifer Lee ","629,594","
Animation, Adventure, Comedy            "
955,Ratatouille,2007,"
A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.",8.1,"Brad Bird, Jan Pinkava ","742,721","
Animation, Adventure, Comedy            "
956,JoJo's Bizarre Adventure,2012,"
The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.",8.5,,"25,632","
Animation, Action, Adventure            "
957,Marcel the Shell with Shoes On,2021,"
Feature adaptation of the animated short film interviewing a mollusk named Marcel.",7.8,Dean Fleischer-Camp ,"9,590","
Animation, Comedy, Drama            "
958,DC Liga dos Superpets,2022,"
Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.",7.2,"Jared Stern, Sam J. Levine ","64,705","
Animation, Action, Adventure            "
959,Viva: A Vida é uma Festa,2017,"
Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,"Lee Unkrich, Adrian Molina ","513,185","
Animation, Adventure, Comedy            "
960,NieR: Automata Ver 1.1a,2023,"
Animated adaptation of NieR: Automata (2017), where a long-running war on post-apocalyptic Earth between androids and machines soon unveils the truth of the world.",7.7,,312,"
Animation, Action, Adventure            "
961,HUNTER×HUNTER,2011,"
Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",9.0,,"103,079","
Animation, Action, Adventure            "
962,Encantada,2007,"
A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",7.1,Kevin Lima ,"207,506","
Animation, Adventure, Comedy            "
963,Red: Crescer é uma Fera,2022,"
A 13-year-old girl named Meilin turns into a giant red panda whenever she gets too excited.",7.0,Domee Shi ,"124,002","
Animation, Adventure, Comedy            "
964,Spy x Family,2022,"
A spy on an undercover mission gets married and adopts a child as part of his cover. His wife and daughter have secrets of their own, and all three must strive to keep together.",8.5,,"25,532","
Animation, Action, Comedy            "
965,Naruto Shippuden,2007,"
Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",8.7,,"129,399","
Animation, Action, Adventure            "
